,USD-AUD Return,USD-CAD Return,USD-CHF Return,USD-CNY Return,USD-EUR Return,USD-GBP Return,USD-HKD Return,USD-JPY Return,USD-NZD Return,USD-XAU Return
2037-04-01,-1.1417678067477528,-0.36845499278739535,-0.768764311428521,-0.23167064820424454,-0.6737592098815017,-0.3775476592371687,-0.011507403943162737,-0.7725370620037659,-0.9746814160090245,-1.2045918889124527
2037-05-01,-1.154343598358794,-0.37255467568038053,-0.7774247390286556,-0.23464913377087238,-0.6811781691557127,-0.38184078346465455,-0.011629966309632884,-0.7815026671234058,-0.9853223354729201,-1.2180087180798116
2037-06-01,-1.167009969604593,-0.3766881544300571,-0.7861535784557634,-0.2376567129189028,-0.6886530640881295,-0.3861733682822013,-0.011754018781945853,-0.7905346308251987,-0.9960434940385253,-1.2315248842443673
2037-07-01,-1.17976806055094,-0.3808558368558544,-0.7949517293972168,-0.24069379443656516,-0.6961846024525045,-0.3905459562300238,-0.011879581351182354,-0.7996338651430083,-1.0068458705578187,-1.245141705127837
2037-08-01,-1.1926178307482225,-0.38505789365399856,-0.8038193338514548,-0.24376054829662008,-0.7037728321729444,-0.39495884743976395,-0.012006675371983898,-0.8088003454004288,-1.0177295695303339,-1.258859169747911
2037-09-01,-1.205560359744333,-0.3892947425970087,-0.8127572151401866,-0.2468573548033908,-0.7114184129453581,-0.3994125664207981,-0.012135318502247262,-0.8180348836593504,-1.0286955142927758,-1.2726784846872323
2037-10-01,-1.218596209073128,-0.39356661886208033,-0.8217658232016982,-0.24998439458549254,-0.7191217038903772,-0.40390740432736616,-0.012265524116434572,-0.8273378992432862,-1.0397442284762153,-1.2866002726770507
2037-11-01,-1.2317262318177986,-0.39787396407475983,-0.8308458419426588,-0.25314204247874983,-0.7268832398049009,-0.40844390334190334,-0.012397312090994393,-0.8367099956513254,-1.050876487140904,-1.3006254620835993
2037-12-01,-1.244950691749474,-0.40221702576543344,-0.8399976351717021,-0.2563305727425138,-0.7347032442314008,-0.4130224934814154,-0.012530705818611163,-0.8461514006675572,-1.0620926067331655,-1.314754410397561
2038-01-01,-1.258270827550683,-0.4065961958612274,-0.8492220655140335,-0.25955028964434074,-0.7425824505273969,-0.41764358224534637,-0.012665716911275365,-0.8556630275352144,-1.0733936308864598,-1.3289884554380593
2038-02-01,-1.271687119460051,-0.411011757032411,-0.8585196039017923,-0.26280146188328907,-0.7505211949720707,-0.4223075777355388,-0.01280236596387461,-0.86524525841037,-1.0847800538638301,-1.3433281667685135
2038-03-01,-1.2851995720526823,-0.41546391429078533,-0.8678905526619023,-0.2660844038289397,-0.7585196039017531,-0.4270149395967068,-0.012940686332702858,-0.874898185141765,-1.096252061954043,-1.3577736804101437
2038-04-01,-1.2988096025732219,-0.419953148612184,-0.8773358028524133,-0.269399424734155,-0.7665784687489675,-0.43176612356120325,-0.013080682838388232,-0.8846227703778533,-1.1078107746374362,-1.3723264619289017
2038-05-01,-1.3125178270932472,-0.4244797880385784,-0.8868559005826653,-0.2727468153517957,-0.7746981991555242,-0.43656155285377285,-0.013222375088986292,-0.8944194906105725,-1.119456796874926,-1.386987213214478
2038-06-01,-1.3263247451385338,-0.4290441516531795,-0.896451344803314,-0.2761268976742676,-0.7828791475614605,-0.441401710526118,-0.01336578604795387,-0.9042887137978722,-1.131190629627111,-1.401756517470738
2038-07-01,-1.3402311210071647,-0.4336465451207594,-0.9061228027156989,-0.27953997324068064,-0.791121822162752,-0.4462870250473666,-0.013510937368503161,-0.9142310716506078,-1.1430129998778291,-1.4166352808687874
2038-08-01,-1.3542377374908516,-0.4382873293984302,-0.9158709448096735,-0.2829863896126294,-0.7994267358015731,-0.45121797803798097,-0.013657850593995852,-0.9242471626145777,-1.1549246388655834,-1.431624392923164
2038-09-01,-1.3683451201016545,-0.4429668607558319,-0.9256962323550333,-0.2864664320301162,-0.8077942298673138,-0.4561950312255886,-0.013806544171220559,-0.9343373340824241,-1.1669260540041735,-1.446724422082069
2038-10-01,-1.3825536934326375,-0.4476854287947374,-0.9355991337308721,-0.28998041922247825,-0.816224624537767,-0.4612186356644986,-0.013957041547172769,-0.9445019442742396,-1.1790176991776782,-1.4619358990415274
2038-11-01,-1.3968653516412606,-0.45244357997100954,-0.9455809071928687,-0.2935287389200426,-0.8247190148177327,-0.46628932756363695,-0.014109354234259124,-0.9547423635668296,-1.1912011312227377,-1.4772608484176037
2038-12-01,-1.411279010049408,-0.45724125667885507,-0.9556412264321774,-0.29711156602702404,-0.8332769325868066,-0.4714073813985058,-0.014263518639320967,-0.9650579428614234,-1.203475698683653,-1.4926982915966915
2039-01-01,-1.425797040349346,-0.46207930804672864,-0.9657815996412117,-0.3007294424025111,-0.8418997157928626,-0.4765735900578528,-0.014419546177963262,-0.9754502667708307,-1.215843321305068,-1.508250658930594
2039-02-01,-1.4404194178376348,-0.4669578089497584,-0.9760021970243149,-0.3043825439547099,-0.8505874222600647,-0.4817882051134555,-0.014577455730609777,-0.9859194082170666,-1.228304067414844,-1.5239180350917456
2039-03-01,-1.4551467859247453,-0.4718771184712825,-0.9863036871553472,-0.3080712520838258,-0.8593405260255805,-0.4870517694858145,-0.014737278270256999,-0.9964659054440704,-1.2408586257052527,-1.5397012102784207
2039-04-01,-1.4699800767325673,-0.476837632149696,-0.9966868420810906,-0.31179593502861536,-0.8681596247913006,-0.4923647994599903,-0.014899036086817695,-1.0070904782758503,-1.2535078531192014,-1.555601242763512
2039-05-01,-1.4849199571562883,-0.4818397692155534,-1.0071521784233544,-0.3155569097039346,-0.8770451258792344,-0.49772779416235313,-0.015062745135755454,-1.0177935346321176,-1.2662523449731014,-1.5716188133587818
2039-06-01,-1.4999673468741357,-0.48688387896819596,-1.017700406410762,-0.31935448313567155,-0.8859976006339129,-0.5031411913284276,-0.015228422087871115,-1.0285757718745543,-1.279092909859296,-1.5877549564269844
2039-07-01,-1.515122719652184,-0.49197027391412296,-1.0283321916976582,-0.3231890852178891,-0.8950174691441991,-0.508605578682106,-0.01539610686447513,-1.0394376800843206,-1.2920301510480339,-1.6040103538553065
2039-08-01,-1.5303871935571245,-0.4970994503663462,-1.0390483126768373,-0.32706107211605373,-0.9041053839423983,-0.5141214850025001,-0.015565812733274273,-1.0503800063470332,-1.3050650128230608,-1.6203861648062186
2039-09-01,-1.5457609117874462,-0.5022716134384652,-1.0498490664964546,-0.3309706910518123,-0.9132615099885688,-0.5196892976155926,-0.015737564001626937,-1.0614029050222868,-1.318197737978463,-1.6368826291781358
2039-10-01,-1.56124529955206,-0.5074872832138362,-1.0607355932226912,-0.3349184431153506,-0.922486750932849,-0.5253096766301634,-0.01591138906624808,-1.072507482322318,-1.3314296057627029,-1.6535013606190694
2039-11-01,-1.5768408394591413,-0.5127468434547233,-1.071708290948129,-0.3389046100204065,-0.9317814083499298,-0.53098308721863,-0.01608730360230639,-1.083694016479914,-1.3447610726711101,-1.6702428465113335
2039-12-01,-1.5925487721699405,-0.5180507177581429,-1.0827680815340186,-0.3429295619748896,-0.9411462377790518,-0.5367100446722564,-0.016265325526526778,-1.094963442178684,-1.358193200412663,-1.6871084686009732
2040-01-01,-1.6083688192419214,-0.5233990845014553,-1.0939152398159315,-0.34699369516510264,-0.9505812664482525,-0.5424911032371533,-0.016445502257584788,-1.106315729514483,-1.3717260350873273,-1.7040981498331444
2040-02-01,-1.6243026724766454,-0.5287925567885197,-1.1051508430262542,-0.3510973911465843,-0.9600874510592858,-0.5483268224866519,-0.016627842189437147,-1.1177520148732305,-1.3853609616583458,-1.7212136209973792
2040-03-01,-1.6403511464645562,-0.5342314876465937,-1.1164755880393427,-0.3552409958795956,-0.9696653227179163,-0.5542176894917995,-0.016812367243672372,-1.1292729304602793,-1.3990987330916755,-1.7384558210495153
2040-04-01,-1.6565145561128607,-0.5397162241699348,-1.127889980120659,-0.3594249178389868,-0.9793151799882281,-0.5601643110461257,-0.016999112935595105,-1.1408787714870265,-1.4129397849215926,-1.755825205336429
2040-05-01,-1.6727939968990857,-0.5452472260066252,-1.139394887871787,-0.3636495717280428,-0.9890377130742841,-0.5661672556502225,-0.017188101801567462,-1.1525703561236444,-1.4268851000333662,-1.7733229928641911
2040-06-01,-1.6891898028549883,-0.5508247716841298,-1.1509906798027976,-0.36791521859327514,-0.998833170632996,-0.572226941986512,-0.017379354165672982,-1.1643479266386576,-1.4409350426306433,-1.7909495821420685
2040-07-01,-1.7057035265725202,-0.5564494614308385,-1.162678591904834,-0.37222240748307023,-1.0087025336607414,-0.5783441070077896,-0.01757290121631002,-1.1762126741046774,-1.4550910227812042,-1.8087067121826235
2040-08-01,-1.7223358093044916,-0.562121642162906,-1.1744591960589235,-0.3765714600234348,-1.0186462295968177,-0.5845192409985606,-0.017768764623179216,-1.1881650708592015,-1.4693536490022168,-1.826595118849759
2040-09-01,-1.7390866646402712,-0.5678415451521214,-1.186332852297367,-0.3809627519002497,-1.0286644085598367,-0.590752864414726,-0.017966982225737962,-1.200205247933348,-1.4837231399148836,-1.844614980802037
2040-10-01,-1.7559583018758842,-0.5736099875937585,-1.198300943789296,-0.3853967842453482,-1.0387583022001605,-0.5970457302181725,-0.01816756266252082,-1.2123346591715507,-1.4982012675778016,-1.8627685408239847
2040-11-01,-1.7729500694351323,-0.579426929727336,-1.210363543304895,-0.38987384782508905,-1.0489277505297632,-0.6033982027995488,-0.0183705534689039,-1.2245530955449713,-1.5127877976732753,-1.8810553965411712
2040-12-01,-1.7900640403182364,-0.5852931515145829,-1.2225219406340395,-0.3943944165281096,-1.059173904090223,-0.609810999406556,-0.018575962251403615,-1.236861907137043,-1.5274843865992196,-1.8994776426204854
2041-01-01,-1.8073009818464978,-0.5912090770371239,-1.2347769233866233,-0.39895896555149984,-1.0694973178270282,-0.6162847789109757,-0.01878382372827021,-1.2492617376512147,-1.5422918215787926,-1.9180362281245384
2041-02-01,-1.8246607672258843,-0.5971749072462146,-1.2471287448072297,-0.40356781505759787,-1.079898058534521,-0.6228200176158427,-0.01899417502102388,-1.2617525881202833,-1.5572102159854024,-1.9367311573170423
2041-03-01,-1.8421450838082658,-0.6031912180184296,-1.2595786084045844,-0.4082214373798077,-1.0903771323831488,-0.6294173585939831,-0.019207035261198324,-1.2743357006560727,-1.572240996788957,-1.9555642680538043
2041-04-01,-1.8597543087201835,-0.6092584137128759,-1.272126994489618,-0.41292022426197666,-1.1009348444185827,-0.636077406367917,-0.019422434917411358,-1.2870113431079044,-1.5873846185015812,-1.9745360163179262
2041-05-01,-1.8774898198817331,-0.6153770214310823,-1.284774978320053,-0.4176646546566352,-1.1115720546933014,-0.6428008050048869,-0.01964039928456376,-1.29978056504493,-1.6026423088801713,-1.9936479413633932
2041-06-01,-1.8953522671654723,-0.6215474663104289,-1.297523252673956,-0.4224551698421348,-1.1222892453088071,-0.6495882022797277,-0.019860962608465774,-1.3126438826442952,-1.6180147640503215,-2.012900836719365
2041-07-01,-1.9133425942518025,-0.6277701651591212,-1.3103726427851807,-0.42729217465759733,-1.1330870428771913,-0.6564401759802937,-0.020084152895433215,-1.3256020295009185,-1.6335028858117906,-2.0322957883949253
2041-08-01,-1.9314617568418428,-0.6340456516314528,-1.3233239532044152,-0.43217615581060853,-1.1439660556633653,-0.6633574226593162,-0.02030999572138273,-1.3386556955159976,-1.6491075356704108,-2.0518338648692063
2041-09-01,-1.949710053331041,-0.640374207375362,-1.336377720823892,-0.43710750122539943,-1.154926602014907,-0.6703404829516448,-0.020538529842707952,-1.3518052197279231,-1.6648291819622698,-2.0715155427916856
2041-10-01,-1.9680889118941365,-0.6467564136650061,-1.3495350680158391,-0.4420867190125985,-1.1659695758000017,-0.6773900776660517,-0.02076978395932763,-1.3650516606291778,-1.6806691090049466,-2.0913424061128567
2041-11-01,-1.9865995994411092,-0.6531928839597527,-1.36279689115309,-0.44711425363454854,-1.177095722488243,-0.6845068778505863,-0.021003775740164182,-1.3783958466571233,-1.696628392827626,-2.1113157614623463
2041-12-01,-2.0052422878249385,-0.6596838573172439,-1.3761637629371075,-0.4521905737081582,-1.1883053304601487,-0.6916914995513685,-0.021240553237542044,-1.3918381086456912,-1.7127074347754376,-2.131436044245318
2042-01-01,-2.024018209404369,-0.6662298892075773,-1.3896366430717673,-0.45731613338379723,-1.1995991693711678,-0.698944609373041,-0.021480141757734293,-1.405379336717286,-1.7289073458654025,-2.1517046027011393
2042-02-01,-2.042928177045546,-0.6728314622948255,-1.4032162543965712,-0.4624913774259999,-1.2109777748061874,-0.7062668585543903,-0.02172256832164557,-1.4190201115139902,-1.745228898572966,-2.1721223481168628
2042-03-01,-2.0619736165689475,-0.6794891908617934,-1.4169037820755486,-0.4677168740673672,-1.2224420668877756,-0.7136590448622062,-0.021967868124626422,-1.4327615207397049,-1.761673411870311,-2.1926908941275
2042-04-01,-2.0811552855193574,-0.6862034782276483,-1.4306999590127245,-0.4729930422451756,-1.2339925796399092,-0.7211217438509887,-0.02221607121755078,-1.446604177795915,-1.7782416588567915,-2.2134111441783175
2042-05-01,-2.1004737044219466,-0.6929747582742263,-1.4446054323175326,-0.47832036747392037,-1.2456297270377163,-0.7286556799132254,-0.022467215262321323,-1.460548503893292,-1.7949342255897571,-2.2342837699495077
2042-06-01,-2.119929943640218,-0.6998035270217133,-1.4586211657220776,-0.48369933870740345,-1.2573542371767257,-0.7362615192491098,-0.022721334707232695,-1.4745953501519935,-1.8117521717091776,-2.2553100142329097
2042-07-01,-2.1395249794524793,-0.706690276549744,-1.4727480057819324,-0.48913042050494426,-1.2691667472569432,-0.7439399334964629,-0.02297845810483789,-1.488745449780273,-1.8286964036258313,-2.276490990411518
2042-08-01,-2.1592600602012966,-0.7136356518311117,-1.4869869927124122,-0.4946141886902158,-1.281068058229319,-0.7516917538354037,-0.02323861848216851,-1.5029997034135314,-1.8457680724601617,-2.297828085918352
2042-09-01,-2.1791359595840354,-0.720640051111392,-1.5013389233917345,-0.5001510858800402,-1.2930587378653817,-0.7595175866515693,-0.023501851197696013,-1.5173587724600452,-1.862968000163248,-2.3193222551545762
2042-10-01,-2.199154122577556,-0.7277041371793481,-1.5158049588025497,-0.5057417034585101,-1.3051396935130124,-0.7674182893932998,-0.02376818867454781,-1.5318237067703317,-1.8802974740684266,-2.3409751046070015
2042-11-01,-2.21931500149556,-0.7348282853764311,-1.5303857289250533,-0.5113864948862828,-1.317311324228886,-0.7753944830268922,-0.024037669899348496,-1.5463949325004682,-1.897757085365155,-2.362787251732324
2042-12-01,-2.2396195887643318,-0.7420130506293798,-1.545082138634051,-0.517085979389988,-1.3295742989073884,-0.7834469349081303,-0.02431033005752654,-1.561073184395549,-1.915347799519626,-2.384759830130179
2043-01-01,-2.260068806511126,-0.7492589116924211,-1.5598950961885083,-0.5228406862439507,-1.3419292681510804,-0.7915763852784654,-0.024586206785923055,-1.575859221056537,-1.933070533671543,-2.406893965570185
2043-02-01,-2.2806642216656168,-0.7565664941493794,-1.574825745626836,-0.5286511070049832,-1.3543771782478242,-0.7997835167533192,-0.024865322416498824,-1.590754164358392,-1.9509266572187265,-2.4291913384997654
2043-03-01,-2.301405856016489,-0.7639362203530617,-1.5898746244304316,-0.5345178416295137,-1.366918251387455,-0.8080692155875664,-0.02514773587331392,-1.6057581573287025,-1.9689164930319523,-2.451652194757637
2043-04-01,-2.322295910670999,-0.7713688421415184,-1.6050432272391781,-0.5404414433070005,-1.379553768462949,-0.8164342235020089,-0.025433464367094066,-1.620872766767661,-1.9870418779119374,-2.474278863039207
2043-05-01,-2.343334712324646,-0.7788647266596513,-1.620332158099825,-0.5464223936723365,-1.3922840768575047,-0.8248792533270086,-0.025722553528707545,-1.6360983322004312,-2.0053033113636487,-2.4970718646700827
2043-06-01,-2.3645236669820093,-0.7864244896496103,-1.6357425580507157,-0.5524612468567973,-1.4051100724326815,-0.8334050650773962,-0.02601503498662481,-1.6514359101057303,-2.023702083825532,-2.520032768658763
2043-07-01,-2.38586356792321,-0.7940487504825791,-1.6512753215849019,-0.5585586583790053,-1.418032354549216,-0.8420126184640692,-0.026310956247816167,-1.6668861207793235,-2.0422390523374543,-2.5431625566196616
2043-08-01,-2.4073552326988765,-0.8017378885101906,-1.6669312026934355,-0.5647150132983856,-1.4310514817737394,-0.8507024536175161,-0.02661034525672778,-1.6824496188423945,-2.060915020088719,-2.5664621890244708
2043-09-01,-2.42900006584656,-0.8094926335012183,-1.6827114671848626,-0.5709310227379327,-1.4441683991180092,-0.8594755633574543,-0.02691324832596506,-1.6981274774061128,-2.0797313527602497,-2.589933280383027
2043-10-01,-2.4507991782946528,-0.8173135639497524,-1.6986171171237792,-0.5772072370968249,-1.457383854101445,-0.8683327486036845,-0.02721970289484935,-1.713920539988294,-2.0986891265478587,-2.6135771088696345
2043-11-01,-2.4727535065769057,-0.8252011590423275,-1.7146490807467183,-0.5835441954353603,-1.470698511982552,-0.8772747349527064,-0.027529747039872904,-1.7298295911274875,-2.1177892839946524,-2.6373948229518547
2043-12-01,-2.494864465736383,-0.833156179049275,-1.7308085651685523,-0.589942580424988,-1.4841132915018616,-0.8863025269837173,-0.027843422044441193,-1.7458556489266988,-2.1370331483076583,-2.6613880021226692
2044-01-01,-2.517132250668234,-0.8411788520140555,-1.7470960252643966,-0.5964027385207449,-1.4976284407726421,-0.8954165912928215,-0.02816076342036051,-1.7619989782537755,-2.1564210885309234,-2.6855570011108285
2044-02-01,-2.539558753295155,-0.8492701775859205,-1.7635130564496568,-0.6029255623216582,-1.511245182765712,-0.9046182296039152,-0.028481823975038113,-1.7782609425482265,-2.17595486240995,-2.7099039311014437
2044-03-01,-2.562144743748372,-0.8574304724366193,-1.7800604355191436,-0.6095114538868619,-1.5249640740256432,-0.9139079624476094,-0.02880663507684053,-1.7946422287837234,-2.1956352576215803,-2.734429761272555
2044-04-01,-2.5848919627579217,-0.8656606176944428,-1.7967395164637487,-0.6161611314832292,-1.5387861899837243,-0.9232868433450213,-0.02913523312191716,-1.811144038984333,-2.215463828059092,-2.7591363624063403
2044-05-01,-2.6078004311075778,-0.8739608747446651,-1.8135508202964745,-0.6228750855608041,-1.5527117551155913,-0.9327555523075463,-0.029467672341136997,-1.8277665871964124,-2.2354408937179318,-2.784024015102955
2044-06-01,-2.630871571886588,-0.8823320318960766,-1.8304956426421262,-0.6296540719752639,-1.5667417277478697,-0.9423151629185991,-0.029804001764518466,-1.8445109418805172,-2.255567842790473,-2.8090943445363097
2044-07-01,-2.6541075744596077,-0.8907748759107655,-1.847575443329533,-0.6364986443749703,-1.5808773709758464,-0.951966464812934,-0.030144237884759083,-1.8613786194750446,-2.275846479971768,-2.8343496508248704
2044-08-01,-2.677508150366712,-0.8992897123930025,-1.8647906977046587,-0.6434094208532551,-1.5951187910438516,-0.961710320144375,-0.03048845044246446,-1.8783696453159417,-2.2962769626612562,-2.8597899426308704
2044-09-01,-2.7010753229147113,-0.9078773810635391,-1.8821428815033918,-0.6503870629957736,-1.6094672063633229,-0.9715476670990728,-0.030836668688877487,-1.8954854564615307,-2.3168610400021197,-2.885417395081479
2044-10-01,-2.7248102317079304,-0.9165385207506502,-1.8996331147078922,-0.6574322394410574,-1.623923417232349,-0.9814794578346704,-0.03118894023336504,-1.9127269455851297,-2.337599860108092,-2.911233361206822
2044-11-01,-2.7487135101159215,-0.9252736366124382,-1.917262256585352,-0.6645455516123612,-1.6384879734835647,-0.9915065265913936,-0.031545317279526225,-1.9300947016505292,-2.358494231489253,-2.9372387000482285
2044-12-01,-2.7727868830535933,-0.9340834816134644,-1.9350315581320188,-0.671727607175361,-1.6531618999722997,-1.001629771814843,-0.03190582483608273,-1.9475899125863523,-2.379545599546724,-2.9634352635573773
2045-01-01,-2.797031309263587,-0.9429687223831886,-1.9529422268352934,-0.6789791960093314,-1.6679459901745668,-1.0118502717069615,-0.032270530725005374,-1.9652134537434336,-2.400755132033577,-2.989824311417102
2045-02-01,-2.8214477451229154,-0.9519299605306409,-1.970995187560489,-0.6863009204904114,-1.6828409039835444,-1.0221689128638016,-0.032639474686453895,-1.9829660388126442,-2.4221237651276977,-3.0164069663914796
2045-03-01,-2.8460377598982056,-0.9609678719622077,-1.9891918188790616,-0.6936934537459738,-1.6978476921246448,-1.0325866079568535,-0.03301270269490668,-2.0008489132451794,-2.4436530121904356,-3.0431850497346344
