,USD-AUD Return,USD-CAD Return,USD-CHF Return,USD-CNY Return,USD-EUR Return,USD-GBP Return,USD-HKD Return,USD-JPY Return,USD-NZD Return,USD-XAU Return
2041-02-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2041-03-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2041-04-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2041-05-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2041-06-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2041-07-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2041-08-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2041-09-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2041-10-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2041-11-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2041-12-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2042-01-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2042-02-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2042-03-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2042-04-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2042-05-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2042-06-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2042-07-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2042-08-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2042-09-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2042-10-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2042-11-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2042-12-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2043-01-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2043-02-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2043-03-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2043-04-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2043-05-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2043-06-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2043-07-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2043-08-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2043-09-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2043-10-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2043-11-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2043-12-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2044-01-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2044-02-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2044-03-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2044-04-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2044-05-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2044-06-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2044-07-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2044-08-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2044-09-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2044-10-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2044-11-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2044-12-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2045-01-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2045-02-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
2045-03-01,-0.0063689146,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.01888623,-0.002239656,-0.04336863,-0.039157756,-0.029203726
